run,stream,allowed_tpr_loss_pp,scenario,target_fpr,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,full_tpr,full_fpr
0,URL_DAPT,0.25,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.398174304010173,0.6018256959898269,-0.24430791470907431,0.004887585532746715,0.9609251897361764,0.011827956989247311,0.992771372244459,0.9765887270349883,66472,484,40436,2703,11.827956989247312,0.9633682688832671,0.011779081133919844
0,URL_DAPT,0.25,LATE_TEST_Q4,0.005,0.45688696990424077,0.5431130300957592,-0.1874715444977193,-0.07411328745367922,0.9622378746083183,0.01397564849126522,0.9963395357865839,0.9789918256130791,35929,132,9313,1410,13.97564849126522,0.9641125900532955,0.014716781365802012
0,URL_DAPT,0.5,OFFICIAL_TEST,0.005,0.31632155182672855,0.6836784481732714,-0.3932291666666643,0.0,0.9572526041666667,0.006662283585360508,0.9917976391231028,0.9742189829385457,73517,608,90652,3283,6.662283585360508,0.9611848958333333,0.006662283585360508
0,URL_DAPT,0.5,DOMAIN_OOD_EXACT,0.005,0.406282081144267,0.593717918855733,-0.24748832791534614,0.0048583782733322214,0.960013912857353,0.012048778117864256,0.9931357081568822,0.9762939683964926,71762,496,40670,2989,12.048778117864256,0.9624887961365065,0.012000194335130934
0,URL_DAPT,0.5,TEMPLATE_OOD_EXACT,0.005,0.30612257556304,0.69387742443696,-0.4018725852392935,0.0,0.9577822273611777,0.006599856043408449,0.9913018096906013,0.9742537902150059,67924,596,89709,2994,6.599856043408449,0.9618009532135706,0.006599856043408449
0,URL_DAPT,0.5,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.398174304010173,0.6018256959898269,-0.24430791470907431,0.004887585532746715,0.9609251897361764,0.011827956989247311,0.992771372244459,0.9765887270349883,66472,484,40436,2703,11.827956989247312,0.9633682688832671,0.011779081133919844
0,URL_DAPT,0.5,LATE_TEST_Q4,0.005,0.45688696990424077,0.5431130300957592,-0.1874715444977193,-0.07411328745367922,0.9622378746083183,0.01397564849126522,0.9963395357865839,0.9789918256130791,35929,132,9313,1410,13.97564849126522,0.9641125900532955,0.014716781365802012
0,URL_DAPT,1.0,OFFICIAL_TEST,0.005,0.22040937760323695,0.779590622396763,-1.0651041666666639,0.012053473591935177,0.9505338541666667,0.00678281832127986,0.9915919587068731,0.9706289057306209,73001,619,90641,3799,6.78281832127986,0.9611848958333333,0.006662283585360508
0,URL_DAPT,1.0,DOMAIN_OOD_EXACT,0.005,0.28978493232226504,0.710215067677735,-0.8334336664392428,0.03400864791332642,0.9541544594721141,0.012340280814264198,0.9929279429780599,0.9731551407734865,71324,508,40658,3427,12.340280814264197,0.9624887961365065,0.012000194335130934
0,URL_DAPT,1.0,TEMPLATE_OOD_EXACT,0.005,0.21446691849177846,0.7855330815082215,-1.053329197100883,0.012180942361995472,0.9512676612425618,0.006721665467028404,0.9910825779723516,0.9707670501557699,67462,607,89698,3456,6.721665467028403,0.9618009532135706,0.006599856043408449
