replicate,model_seed,label_rank_seed,rep,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
6,262,9107,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5820312500000004,0.8030795574641142,0.0115386483991643,0.9921495388887052,0.8876583097362799,60031,475,40691,14720,11.53864839916436,0.0105294093389848,0.0126176366973411,0.9910999345818834,0.9831232379641108,0.9847486900266386,0.0253121508040616,0.064640722926687
6,262,9107,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5820312500000004,0.7934938943568629,0.0057804108299651,0.9908090500924376,0.8812415337514584,56273,522,89783,14645,5.780410829965118,0.0052963644324834,0.0062966043559304,0.986306912488228,0.9866405980195038,0.981168911025026,0.0135651403576767,0.0388793533026964
6,262,9107,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5820312500000004,0.7989013371882906,0.0110948191593352,0.9918518252629313,0.8849815442018367,55264,454,40466,13911,11.09481915933529,0.0101025216410244,0.0121573730911986,0.990411314724274,0.9828286845629666,0.984270018180381,0.0243157380254154,0.0621456500488758
6,262,9107,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.5820312500000004,0.7925225635394627,0.0094229751191106,0.99700144873825,0.8830796777081468,29592,89,9356,7747,9.42297511911064,0.0075740630479439,0.0115831643408532,0.9955145391062936,0.9832325410903728,0.9940034856585828,0.0214928533615669,0.0562202223398623
6,262,9107,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.5253906250000004,0.8315234375,0.005873328950252,0.991676630898955,0.9045659610331666,63861,536,90724,12939,5.873328950252027,0.0053878494923933,0.0063906071314035,0.9884154258737524,0.9882968537409142,0.9855446419661568,0.0111111111111111,0.0348345386806925
6,262,9107,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.5253906250000004,0.8366309480809622,0.0112957294854977,0.9926195162211924,0.9079743022031868,62539,465,40701,12212,11.29572948549774,0.0102973010253625,0.0123639530638652,0.992148630283152,0.9852485927378885,0.9879594144163988,0.0199193509206626,0.0559685177087888
6,262,9107,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.5253906250000004,0.8286612707634169,0.005680748574276,0.991346153846154,0.9027327608719028,58767,513,89792,12151,5.680748574276064,0.0052009623779022,0.0061926924170524,0.9874403190453336,0.9879212092562304,0.9850757786214772,0.0107081556945905,0.0357898233763357
6,262,9107,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5253906250000004,0.8340440910733646,0.0108748778103616,0.99234606123151,0.9063346816950084,57695,445,40475,11480,10.87487781036168,0.009892595494676,0.0119274589888564,0.991490671726358,0.9849330711665664,0.9875015860931354,0.0192570869990224,0.0551319648093841
6,262,9107,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.5253906250000004,0.8312488283028469,0.0113287453679195,0.996564456574089,0.9064306991414054,31038,107,9338,6301,11.328745367919534,0.0092932119619061,0.0136734374603017,0.99585625146486,0.9845232180948787,0.9947017907355336,0.0189518263631551,0.0618316569613552
7,282,9108,RU,20000,FINAL,OFFICIAL_TEST,0.005,3.0292968750000004,0.8292578125,0.0054898093359631,0.9921948027668724,0.903438590518342,63687,501,90759,13113,5.489809335963182,0.0050207114415715,0.0059907461348385,0.9897815022177454,0.9895038244952608,0.9899319727891156,0.007703265395573,0.0270874424720578
7,282,9108,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.0292968750000004,0.8358550387285789,0.009983967351698,0.9934649875977868,0.9078703602798543,62481,411,40755,12270,9.983967351698004,0.0090461093361991,0.0109918753385479,0.9931308141120512,0.986691239456283,0.9918334856570064,0.0134577078171306,0.0425836855657581
7,282,9108,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.0292968750000004,0.8263487407992329,0.0053153203034162,0.9918758356887768,0.901577680171691,58603,480,89825,12315,5.3153203034162,0.0048514893424932,0.005811348446895,0.989034070085924,0.9892439937373526,0.9897346834343842,0.0073307125851281,0.0255356846243286
7,282,9108,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.0292968750000004,0.8334080231297434,0.0096529814271749,0.9931950521999792,0.9063126370646356,57651,395,40525,11524,9.652981427174977,0.0087283468449769,0.0106481574853043,0.9926259357629535,0.9865031814348764,0.9916085474984871,0.0128787878787878,0.0402981427174975
7,282,9108,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.0292968750000004,0.8480677040092129,0.0091053467443091,0.9972915091962712,0.9166461623076811,31666,86,9359,5673,9.105346744309156,0.0072893706354501,0.0112329807708532,0.9968588082095436,0.988000818789733,0.9963254904284952,0.0131286394917946,0.0330333509793541
7,282,9108,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.0058593750000004,0.85046875,0.0056980056980056,0.9921015857585516,0.9158417229871842,65316,520,90740,11484,5.698005698005698,0.0052199452809014,0.0062078830102889,0.9906703129995096,0.9906018158255488,0.990811748347978,0.0070238877931185,0.0205785667324128
